Name,Description,Likes,Url,Tags
Renegade Immortal,"Wang Lin is a very smart boy with loving parents. Although him and his parents are shunned by the rest of their relatives, his parents always held high hopes that he will one day become someone great. One day, Wang Lin suddenly gained the chance to walk the path of an immortal, but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!", 299 ,https://lnmtl.com/novel/renegade-immortal,"Action,Adventure,Drama,Fantasy,Mature,Tragedy,Xianxia,Adapted to Manhua,Antihero Protagonist,Artifact Crafting,Average-looking Protagonist,Body Tempering,Calm Protagonist,Cautious Protagonist,Character Growth,Clever Protagonist,Dao Comprehension,Death of Loved Ones,Demons,Determined Protagonist,Gods,Hard-Working Protagonist,Heavenly Tribulation,Hiding True Abilities,Immortals,Legendary Artifacts,Magical Space,Male Protagonist,Manipulative Characters,Multiple Realms,Personality Changes,Pets,Protagonist with Multiple Bodies,Revenge,Romantic Subplot,Ruthless Protagonist,Sculptors,Slow Romance,Soul Power,Souls,Spirit Advisor,Time Skip,Transplanted Memories,Unique Cultivation Technique,Weak to Strong,World Travel"
Strongest System,"There is a type of person, his entire life is a legend.,There is a type of person, awesomeness overflows from his brows.,There is a type of person, his name is Lin Fan.,Everybody: “Lin Fan, I want your babies.”,A domineering life of swag and awesomeness, needs no explanation.", 298 ,https://lnmtl.com/novel/strongest-system,"Action,Adventure,Comedy,Harem,Martial Arts,Xianxia,Xuanhuan,Arrogant Characters,Artifacts,Blacksmith,Cheats,Clever Protagonist,Cultivation,Cunning Protagonist,Enemies Become Allies,Game Elements,Late Romance,Level System,Male Protagonist,Marriage,Misunderstandings,Multiple Realms,Overpowered Protagonist,Parody,Pill Concocting,Revenge,Romantic Subplot,Scheming,Sect Development,Shameless Protagonist,Skill Assimilation,System Administrator,Teachers,Transmigration,Transported into Another World,Weak to Strong,World Tree"
Douluo Dalu,"Tang Sect, the most famous martial arts sect of all. By stealing its most secret teachings to fulfill his dreams, Tang San committed an unforgivable crime. With his ambition attained, he hands his legacy to the sect and throws himself from the fearsome ""Hell's Peak.""
But he could have never imagined that this would reincarnate him in another world, one without magic, martial arts, and grudges. A land where only the mystical souls of battle lay.
The continent of Douluo.
How will Tang San survive in this unknown environment? With a new road to follow, a new legend begins...", 296 ,https://lnmtl.com/novel/douluo-dalu,"Action,Adventure,Fantasy,Martial Arts,Romance,Shounen,Tragedy,Xuanhuan,Adapted to Anime,Adapted to Manhua,Average-looking Protagonist,Beast Companions,Beasts,Beautiful Female Lead,Blacksmith,Brotherhood,Calm Protagonist,Childhood Friends,Clever Protagonist,Cultivation,Determined Protagonist,Friendship,Genius Protagonist,Gods,Handsome Male Lead,Male Protagonist,Marriage,Martial Spirits,Multiple Realms,Politics,Previous Life Talent,Protagonist Loyal to Love Interest,Reincarnation,Sect Development,Slow Romance,Souls,Spirits,Strong Love Interests,Teamwork,Time Skip"
History's Number One Founder,"He time-traveled and got a system but Lin Feng’s pressure is as big as a mountain.,System main quest: Ling Feng creates a school, establishing history’s number 1 sect, Ling Feng himself becoming the number 1 founder.,And so to become history’s number 1 founder Lin Feng started to work hard.,“Your name is Shi Tianhao? Natural born supreme king but it was stolen by your cousin. Now being raised in a little village your father placed you in? Come come come, come with master, we’ll let those people know that justice that is owed must be returned!”,“Your name is Xiao Yan? A genius in the past, now a loser. Your fiance even came over and humiliated you by breaking off the engagement? Come come come, come with master, we’ll let that brat know the meaning of don’t bully a youngster because he’s poor!”,“Your name is Zhu Yi? The bastard son of a marquis, suppressed by your father. Your mother was the previous saint but she was killed? Come come come, come with master, we’ll let your dad know the meaning of the world is big, fists are… no, reason is the biggest!”", 291 ,https://lnmtl.com/novel/history-s-number-one-founder,"Action,Adventure,Fantasy,Martial Arts,Xuanhuan,Alchemy,Artifact Crafting,Artifacts,Beautiful Female Lead,Body Tempering,Buddhism,Calm Protagonist,Clever Protagonist,Cultivation,Cunning Protagonist,Dao Comprehension,Demons,Famous Protagonist,Fast Cultivation,Genius Protagonist,Handsome Male Lead,Hard-Working Protagonist,Legendary Artifacts,Loyal Subordinates,Magic Formations,Magical Space,Male Protagonist,Manipulative Characters,Marriage,Misunderstandings,Multiple Realms,Parody,Pill Concocting,Politics,Power Couple,Proactive Protagonist,Protagonist Loyal to Love Interest,Protagonist Strong from the Start,Romantic Subplot,Scheming,Slow Romance,Strong to Stronger,Sword Wielder,Time Skip,Transmigration,Transported into Another World,Unique Weapons,Wars,Wealthy Characters,World Travel"
Top Quality Beauty Cultivation System,"Pausing time, turning back time, reversing times of specific objects/person, and even predicting the future…,Taking advantage now that Su Lin has control of time within his grasp. Being able to stop time; can dodge incoming attack and avoid mishaps, Su Lin is steered clear of harm’s way. Reversing time; can forever never regret, no need to overthink when acting. Inverting time of specific object/person; can repair any object and heal any person, Su Lin becomes a miracle doctor. Predicting the future; can hide from natural disasters, can buy the winning lottery tickets and stocks, listening to Su Lin is always right.", 287 ,https://lnmtl.com/novel/top-quality-beauty-cultivation-system,"Comedy,Drama,Ecchi,Harem,Martial Arts,Romance,School Life,Supernatural,Tragedy,Celebrities,Charming Protagonist,Cheats,Childhood Friends,Eidetic Memory,Fellatio,Game Elements,Gods,Male Protagonist,Modern Day,Nationalism,Nudity,Older Love Interests,Perverted Protagonist,Pregnancy,Racism,Shameless Protagonist,Time Manipulation,Underestimated Protagonist"
Unlimited Anime Works,What’s there to say? 100 people got randomly selected to be thrown into anime worlds., 267 ,https://lnmtl.com/novel/unlimited-anime-works,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Lolicon,Martial Arts,Romance,Sci-fi,Xuanhuan,Apocalypse,Beautiful Female Lead,Bickering Couple,Charismatic Protagonist,Charming Protagonist,Clever Protagonist,Cold Protagonist,Early Romance,Enemies Become Allies,Enemies Become Lovers,Famous Protagonist,Fanfiction,Game Elements,Gore,Handsome Male Lead,Harem-seeking Protagonist,Loli,Male Protagonist,Marriage,Military,Multiple Realms,Netori,Older Love Interests,Overpowered Protagonist,Parody,Polygamy,Pregnancy,Protagonist Strong from the Start,Racism,Rape,Ruthless Protagonist,Strong to Stronger,Survival,Transported into Another World,Younger Love Interests,Zombies"
"Dragon Emperor, Martial God","Lingyun’s body takeover fails and the Earth’s ending draws near. From a city he cultivates, one step at a time to rise against heaven.,Cultivating both the Buddhist and the Demon’s path! Dantian holding true dragons! Having the ancient Dragon God’s bloodline, along with the ancient legacy of the 3 emperors! Lingyun battles both heaven and earth, executing demons and killing devils, cultivating against heaven’s will!,He comes from the world of cultivation.,He crushes the martial way and throws it off into the abyss!", 267 ,https://lnmtl.com/novel/dragon-emperor-martial-god,"Action,Adventure,Comedy,Drama,Fantasy,Harem,Martial Arts,Xuanhuan,Acupuncture,Appearance Changes,Appearance Different from Actual Age,Assassins,Beautiful Female Lead,Bloodlines,Calm Protagonist,Caring Protagonist,Charming Protagonist,Clever Protagonist,Complex Family Relationships,Confident Protagonist,Cultivation,Doctors,Doting Older Siblings,Doting Parents,Fast Cultivation,Fast Learner,Fat to Fit,Genius Protagonist,Handsome Male Lead,Hiding True Identity,Love Interest Falls in Love First,Magic Beasts,Male Protagonist,Mature Protagonist,Modern Day,Mysterious Family Background,Mysterious Past,Nationalism,Older Love Interests,Personality Changes,Polygamy,Poor to Rich,Racism,Romantic Subplot,Ruthless Protagonist,Seeing Things Other Humans Can't,Siblings Not Related by Blood,Sudden Strength Gain,Sudden Wealth,Transmigration,Transplanted Memories,Transported into Another World,Weak to Strong,Younger Sisters"
The Strongest Legend of Dragon Ball,"Xia Yi reincarnated in the Dragon Ball Universe as a Saiyan 12 years before the destruction of Planet Vegeta.,Watch him as he creates the strongest legend of Dragon Ball World from the beginning.", 267 ,https://lnmtl.com/novel/the-strongest-legend-of-dragon-ball,"Action,Adventure,Fantasy,Harem,Martial Arts,Sci-fi,Xianxia,Age Progression,Aliens,Army Building,Cheats,Cultivation,Determined Protagonist,Dragons,Fanfiction,Fast Cultivation,Fast Learner,Gods,Hiding True Abilities,Hiding True Identity,Humanoid Protagonist,Kingdom Building,Loli,Magical Space,Male Protagonist,Mature Protagonist,Outer Space,Romantic Subplot,Royalty,Ruthless Protagonist,Sibling Rivalry,Siblings Not Related by Blood,Spatial Manipulation,Special Abilities,Strength-based Social Hierarchy,Time Manipulation,Time Skip,Transmigration,Weak to Strong,Wishes,World Travel,Younger Sisters"
Star Martial God Technique,"Are you searching for Mad Snail and wondering why there is no Tales of Demons and Gods releases? This is why.
It also has ongoing manhua, just like TDG.,In the whole world there lays twelve paths to climb Tower of God, and in legends these twelve pathways leads toward legendary road of immortality. However these paths in the Tower of God, are far too long, without end.,In ancient times there once were many types of martial art, sadly world underwent terrible changes, and only three were left: Flame, Dragon and Star Martial Arts. Generations of experts of those three martial arts are searching for road of immortality.,Star Martial Arts practitioner on his journey of lifetime, with young beauties on the side, plans to become Highest God.", 265 ,https://lnmtl.com/novel/star-martial-god-technique,"Action,Fantasy,Harem,Martial Arts,Xuanhuan,Adapted to Manhua,Cultivation,Dense Protagonist,Hard-Working Protagonist,Legendary Artifacts,Male Protagonist,Revenge,Romantic Subplot,Strength-based Social Hierarchy,Weak to Strong"
Miracle Throne,"The youngest Wiseman of the continent, Chu Tian, has traveled 30,000 years back in time to the age of antiquity due to an accident.,This is a prosperous era. Rare herbs, minerals, treasure relics and monsters can be easily found throughout the land.,However, this is also an undeveloped era. Communications, traffic, martial arts and technology are in its early stage of development. Prosperous cities lack lighting while its citizens are uneducated.,Magic powered light bulbs, magic powered telephones, magic powered cannons, magic powered computers, artificial intelligence, psyche internet. 30,000 years worth of knowledge allows him to create miracles and shine brightly in this era. Allowing him to conquer the land and sit firmly on the throne of the 10 realms.", 265 ,https://lnmtl.com/novel/miracle-throne,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Martial Arts,Romance,Sci-fi,Xuanhuan,Acupuncture,Alchemy,Arrogant Characters,Beast Companions,Business Management,Confident Protagonist,Cultivation,Doctors,Eidetic Memory,Genius Protagonist,Handsome Male Lead,Hot-blooded Protagonist,Inscriptions,Magical Technology,Male Protagonist,Marriage,Martial Spirits,Past Plays a Big Role,Phoenixes,Pill Concocting,Polygamy,Ruthless Protagonist,Slaves,Strength-based Social Hierarchy,Technological Gap,Time Travel,Transmigration,Weak to Strong"
Swallowed Star,"Year 2056, in a city in the Yuan Jiang Su Jin area. On top of a ruined, shattered six story residential apartment sits a teenager wearing a combat vest, militaristic trousers, and alloyed battle boots. On his back is a hexagonal shield and equipped is a blood-shadow battle knife. He sits there silently on the edge of the roof. At this time, the sparkling sky was shining and there was a refreshing breath within the air that blew towards him. However, there was only silence within the ruined, deserted city, with an occasional howl that makes your heart skip a beat.", 264 ,https://lnmtl.com/novel/swallowed-star,"Action,Adventure,Fantasy,Martial Arts,Sci-fi,Xuanhuan,Academy,Adapted to Manhua,Alternate World,Apocalypse,Artificial Intelligence,Bloodlines,Body Tempering,Clever Protagonist,Cultivation,Cunning Protagonist,Dao Comprehension,Evolution,Fast Cultivation,Futuristic Setting,Genius Protagonist,Half-human Protagonist,Hard-Working Protagonist,Immortals,Inheritance,Legendary Artifacts,Male Protagonist,Marriage,Modern Day,Monsters,Mutated Creatures,Mutations,Outer Space,Post-apocalyptic,Protagonist Loyal to Love Interest,Race Change,Romantic Subplot,Ruthless Protagonist,Slaves,Special Abilities,Sudden Strength Gain,Weak to Strong,World Travel"
Leveling Up And Becoming Undefeatable,"Bringing along a leveling system and hundreds of online novels while transmigrating, he became the Luo family’s trashy young master that took care of horses.,A crippled dantian and cannot cultivate?,This brother has a leveling system. Leveling up is merely killing some beasts, doing some quests, and occasionally killing some people. It’s simply too easy! No martial skills?
This brother has over a hundred online novels. As long as I level up, I will gain the main character’s martial skill. The only thing this brother is difficulty with is deciding which martial skill to pick. The skills in Stellar Transformation or Animal X? This is so bothersome!,Crazy? I will become crazy to the extreme! I, Luo Tian is coming so get ready to kneel down and be conquered by me!", 262 ,https://lnmtl.com/novel/leveling-up-and-becoming-undefeatable,"Action,Adventure,Fantasy,Harem,Martial Arts,Xuanhuan,Arrogant Characters,Beautiful Female Lead,Bloodlines,Cheats,Early Romance,Fast Cultivation,Game Elements,Level System,Male Protagonist,Polygamy,Revenge,Romantic Subplot,Ruthless Protagonist,Sudden Strength Gain,Transmigration,Transported into Another World,Underestimated Protagonist,Weak to Strong"
Shura's Wrath,"To save his terminally ill little sister, Ling Chen enters the newly released virtual game world and joins a small gaming studio comprising entirely of women. From now on walking upon his path towards the pinnacle. An ancient, evil item almost forgotten by history, the “Lunar Scourge” helps forge his unsurpassable legend, and causes him to unknowingly step upon a path that is destined to be punished by the heavens, the way of the shura.", 257 ,https://lnmtl.com/novel/shura-s-wrath,"Action,Adventure,Drama,Fantasy,Harem,Mature,Romance,Sci-fi,Seinen,Tragedy,Aliens,Assassins,Beast Companions,Beautiful Female Lead,Betrayal,Brother Complex,Corruption,Death,Death of Loved Ones,Determined Protagonist,Doting Older Siblings,Drugs,Dwarfs,Early Romance,Elves,Fellatio,Game Ranking System,Goddesses,Gods,Guilds,Handsome Male Lead,Hiding True Identity,Hot-blooded Protagonist,Human Experimentation,Legendary Artifacts,Level System,Loli,Loyal Subordinates,Lucky Protagonist,Male Protagonist,Mind Control,MMORPG,Modern Day,Monsters,Mysterious Past,Overpowered Protagonist,Past Plays a Big Role,Pets,Polygamy,Protagonist Strong from the Start,Psychic Powers,Racism,Rape,Ruthless Protagonist,Sealed Power,Secret Identity,Sibling's Care,Siblings Not Related by Blood,Sister Complex,Special Abilities,Spirit Advisor,Strong to Stronger,Sword And Magic,Terminal Illness,Threesome,Tragic Past,Virtual Reality,Younger Sisters"
Strongest Hokage,"The Gura Gura no Mi is known as the strongest fruit in the world of one piece.,In Naruto world, the blood limit would grant the strongest power for those ninjas. But what if the Gura Gura no Mi is found in the world of Naruto And after it is eaten it will be like a blood limit power.,Well, the MC just took that Fruit.,This story begins before the second Ninja war by two years.", 257 ,https://lnmtl.com/novel/strongest-hokage,"Action,Adventure,Fantasy,Martial Arts,Academy,Age Progression,Bloodlines,Body Tempering,Bullying,Cheats,Cultivation,Discrimination,Eye Powers,Fanfiction,Fast Cultivation,Fast Learner,Harsh Training,Male Protagonist,Mature Protagonist,Ninjas,Overpowered Protagonist,Romantic Subplot,Special Abilities,Sudden Strength Gain,Unique Cultivation Technique,Weak to Strong"
Limitless Sword God,"Suyun was a prodigy, blessed by the gods. However, life is not so easy. Soon after reaching the 6th stage in cultivation, his progress stagnated because of a rare medical condition. Years go by, Suyun spends all his time on gambling and alcohol, wasting his youth away, but one day everything changes. Qing Er, the only one who stood by him was forced by his clan to be a sacrificial pawn to be married off to someone she didn't love, only to be killed by the groom on the wedding night for fleeing. Burning for revenge, he scoured the world out for a cure for his rare medical condition from both righteous and devilish sides. Countless years go by, finally the prodigy not only has found a way to cure his rare condition but also gained much knowledge in martial arts.
But before he could fully cure himself, he received news that the groom suffered a major internal injury. Rather than wait for decades to be fully cured, Suyun decided to hatch a plan for the assassination of the groom. Unfortunately he underestimated the strength of the groom's family and was killed instead. As he regains consciousness, he comes to a realization that he went 15 years in the past. This time, he vowed that he must prevent Qing Er from ever getting hurt again, but first he must cure his rare medical condition. Will he learn from the mistakes of his past life or is everything set in stone?", 254 ,https://lnmtl.com/novel/limitless-sword-god,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Mature,Xuanhuan,Adapted to Manhua,Alchemy,Antihero Protagonist,Arranged Marriage,Assassinations,Beautiful Female Lead,Broken Engagement,Cheats,Cultivation,Cunning Protagonist,Demons,Dense Protagonist,Ghosts,Gods,Handsome Male Lead,Immortals,Male Protagonist,Mysterious Past,Past Plays a Big Role,Rape,Rape Victim Becomes Lover,Revenge,Romantic Subplot,Ruthless Protagonist,Second Chance,Sexual Cultivation Technique,Shameless Protagonist,Spirit Advisor,Sword Wielder,Tragic Past,Underestimated Protagonist,Weak to Strong"
Very Pure and Ambiguous The Prequel,"He died on the wedding of the girl he had a crush on, after a long and successful career. After convincing Yama to send him back to the world, he decides to fix the areas in which his life went wrong. Realizing the lack of love and romance in his past life, he sets out to conquer the hearts of various women.", 254 ,https://lnmtl.com/novel/very-pure-and-ambiguous-the-prequel,"Action,Comedy,Ecchi,Fantasy,Harem,Martial Arts,Mature,Romance,School Life,Sci-fi,Seinen,Slice of Life,Supernatural,Wuxia,Aliens,Amnesia,Arrogant Characters,Beautiful Female Lead,Body Tempering,Bodyguards,Business Management,Calm Protagonist,Celebrities,Charming Protagonist,Childhood Friends,Clever Protagonist,College/university,Confident Protagonist,Eidetic Memory,Gangs,Handsome Male Lead,Hiding True Abilities,Hiding True Identity,Incest,Male Protagonist,Misunderstandings,Modern Day,Multiple Reincarnated Individuals,Nationalism,Nudity,Organized Crime,Overpowered Protagonist,Past Plays a Big Role,Polygamy,Poor to Rich,Pregnancy,Programmer,Rape,Rape Victim Becomes Lover,Scientists,Second Chance,Secret Identity,Shameless Protagonist,Special Abilities,Student-Teacher Relationship,Technological Gap,Time Skip,Weak to Strong,Wealthy Characters"
I Have A Mansion In The Last Of Days,"Ruins stretched across the landscape in the apocalypse after the nuclear war.,If you accidentally survived on the wasteland, then you must be ready to face the endless hunger, ceaseless dangers, the mad zombies at night, and the peculiar mutant creatures that are the aftermaths of the constant radiation.,But for Jiang Chen, this place was heaven.,Mansions stood tall, luxurious cars parked on the street, high tech products and gold abandoned everywhere.,What? You were the president of a game development company before the war? You were responsible for the development of the 3D virtual reality online multiplayer game? Well, that’s great, why don’t you come work for me. The salary is two pieces of bread a day.,iPhone? Ultra thin design? Don’t you see that the phone I invented are thinner than condoms?,Aircraft carrier? Fighter jets? Oh, I have those things as well, but they are designed for space combat.,Watch the story of Jiang Chen, who possessed the ability to travel through space and time, as he witness the creation of an empire stretched across space and time..", 253 ,https://lnmtl.com/novel/i-have-a-mansion-in-the-last-of-days,"Action,Adventure,Harem,Mature,Mystery,Sci-fi,Xuanhuan,Adapted to Manhua,Aliens,Apocalypse,Army,Army Building,Artificial Intelligence,Business Management,Cohabitation,Firearms,Genetic Modifications,Industrialization,Kingdom Building,Leadership,Loli,Male Protagonist,Military,Modern Day,Mutated Creatures,Nationalism,Parody,Polygamy,Post-apocalyptic,Racism,Rape,Rape Victim Becomes Lover,Romantic Subplot,Slaves,Special Abilities,Technological Gap,Transported into Another World,Weak to Strong,World Travel,Zombies"
HacKer,"The world’s top level hacker, Shi Lei; due to him hacking the world’s top military powers during a joint exercise and attempting to steal information from them, ultimately leads him to get sold out by his own organization. This act eventually caused his own death by a missile bombardment.,God was playing a joke on him and allowed him to return back to six years ago, the autumn season of when he was still at his university. Being given another chance, plus the fact that he retained his ability as one of the best in hacking technology, Shi Lei decided to change his life! During his previous life, he was only an assassin in the dark. Although such an existence made people afraid of him, he would have to always hide within the shadows. In his new life, not only does he want to be an assassin in the dark, he also wants to stand openly in the middle of the world stage. Creating a world-class super enterprise, he will single handy change the whole world!", 252 ,https://lnmtl.com/novel/hacker,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Mystery,Romance,School Life,Sci-fi,Supernatural,Antihero Protagonist,Army,Beautiful Female Lead,Betrayal,Business Management,Celebrities,Clever Protagonist,Eidetic Memory,Evil Protagonist,Gangs,Genius Protagonist,Hackers,Handsome Male Lead,Male Protagonist,Modern Day,Nationalism,Organized Crime,Polygamy,Poor to Rich,Programmer,Racism,Second Chance,Secret Identity,Student-Teacher Relationship,Technological Gap"
The World Online,"The first adventure+ Territory building+ War game. Every player of the world is online, fighting for glory and riches. Read on as the reborn main character builds his base and recruits many strong warriors, achieving greatness!", 252 ,https://lnmtl.com/novel/the-world-online,"Action,Adventure,Fantasy,Martial Arts,Mature,Romance,Sci-fi,Accelerated Growth,Army Building,Beast Companions,Betrayal,Body Tempering,Business Management,Clever Protagonist,Determined Protagonist,Domestic Affairs,Doting Older Siblings,Guilds,Hard-Working Protagonist,Hiding True Identity,Kingdom Building,Level System,Loyal Subordinates,Male Protagonist,MMORPG,Modern Day,Nationalism,Politics,Protagonist Loyal to Love Interest,Second Chance,Skill Books,Virtual Reality,Wealthy Characters,Younger Sisters"
Upgrade Specialist in Another World,"Just as a gamer found an overpowered skill book called ‘Item Upgrade’ in the hottest virtual reality role-playing game on Earth, something happened to the game’s system, causing his soul to leave his body and go to another dimension. Common sense dictates that he would be born anew then become the greatest overlord of this world by making use of his advanced knowledge. Not in this case! He was already dead. Only some fragments of his soul and that skill book managed to get into that dimension and merge with an ordinary common youngster called Bai Yunfei.
This was the enormous Tianhun continent, where humans could be said to have no limits. There was a group of humans here who could cultivate the power of their own souls then control their bodies, the natural elements and even other people’s souls with that power! These special beings were called — soul cultivators. Come witness how the several fragments of the dead inter-dimensional traveler’s soul and that skill book, which was not governed by the laws of this plane, were going to help Bai Yunfei become a legendary soul cultivator and craftsman!", 246 ,https://lnmtl.com/novel/upgrade-specialist-in-another-world,"Action,Adventure,Comedy,Fantasy,Martial Arts,Xuanhuan,Artifact Crafting,Beast Companions,Body Tempering,Caring Protagonist,Cheats,Crafting,Cultivation,Fast Cultivation,Friendship,Game Elements,Genius Protagonist,Handsome Male Lead,Hard-Working Protagonist,Hidden Abilities,Immortals,Late Romance,Legendary Artifacts,Magic,Male Protagonist,Misunderstandings,Modern Knowledge,Naive Protagonist,Nobles,Orphans,Poor Protagonist,Revenge,Romantic Subplot,Royalty,Slaves,Spear Wielder,Transplanted Memories,Unlucky Protagonist,Weak to Strong"
Realms In The Firmament,"Ye Xiao, was a superior cultivator in his previous life. The three factions of the realm kill millions of people every time they attempt to seize cultivation resources. Wealthy towns turn to wastelands in just a single night. They cover up their crime with assertion that the towns were suffering from pestilence and disasters.,They forcibly hold all the resources for cultivation, monopolize all valuable practice materials, and keep outsiders from cultivating so that only their three factions could cultivate in the realm. Ye Xiao declared war against the three factions in retaliation of their actions. He fought alone and ended up dying in vain. However he is reborn into the mortal body of a 16 year-old boy. He will use the powers he cultivated in his last life and slaughter his way back into the Realm. The story begins!", 246 ,https://lnmtl.com/novel/realms-in-the-firmament,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Mature,Xuanhuan,Abandoned Children,Alchemy,Amnesia,Arranged Marriage,Beautiful Female Lead,Character Growth,Cultivation,Cunning Protagonist,Death,Demons,Dense Protagonist,Doctors,Genius Protagonist,Gods,Handsome Male Lead,Hiding True Abilities,Hiding True Identity,Immortals,Legendary Artifacts,Magical Space,Male Protagonist,Misunderstandings,Multiple Realms,Nobles,Orphans,Personality Changes,Pill Concocting,Politics,Polygamy,Revenge,Romantic Subplot,Ruthless Protagonist,Scheming,Strong Love Interests,Sword Wielder,Transmigration,Underestimated Protagonist,Unique Cultivation Technique,Wars,Weak to Strong"
Lord's Empire,"“Ding! Soulbinding has been successfully completed; you will now head to the Heaven Awaken World.” After hearing this, Zhao Fu’s vision darkened as he fell to the ground.,With bleak prospects in the real world, Zhao Fu’s life is turned around when countless crystals fell from the sky one night, which people could use to enter an alternate, game-like world. After obtaining an ancient Chinese empire’s legacy, Zhao Fu uses his intellect and resourcefulness to develop his own empire from a tiny village. However, with enemies both in the real world and in the Heaven Awaken World, he must make brilliant decisions and use creative schemes to survive.", 243 ,https://lnmtl.com/novel/lord-s-empire,"Action,Adventure,Fantasy,Harem,Martial Arts,Alternate World,Army Building,Artifacts,Beast Companions,Bloodlines,Business Management,Calm Protagonist,Clever Protagonist,Cultivation,Demons,Determined Protagonist,Domestic Affairs,Dragons,Dwarfs,Elves,Empires,Fantasy World,Game Elements,Gods,Hard-Working Protagonist,Hiding True Identity,Kingdom Building,Leadership,Legendary Artifacts,Level System,Loyal Subordinates,Male Protagonist,Modern Day,Monsters,Multiple Realms,Nationalism,Politics,Power Struggle,Rape,Royalty,Wars,Weak to Strong,World Travel"
Martial God Space,"Ye Xiwen was previously just an ordinary university student on Earth, but unexpectedly, he crossed through into the world known as the Zhen Wu Jie ! In this world, formidable warriors are capable of turning over the mountains and collapsing the oceans, destroying the sky and extinguishing the earth! He originally had an ordinary aptitude, and because of that, he received the mysterious 'Special Space'! Any martial art can be deduced within this mysterious space. What other people practice for decades, he only needs a year to practice the same thing! So long as he has enough spirit stones, any geniuses he faces are all floating clouds!", 240 ,https://lnmtl.com/novel/martial-god-space,"Action,Adventure,Fantasy,Harem,Martial Arts,Xuanhuan,Accelerated Growth,Adapted to Manhua,Ancient China,Average-looking Protagonist,Battle Academy,Beast Companions,Beasts,Beautiful Female Lead,Bloodlines,Body Tempering,Books,Calm Protagonist,Confident Protagonist,Cultivation,Cunning Protagonist,Demons,Dragons,Eidetic Memory,Fast Cultivation,Genius Protagonist,Gods,Hard-Working Protagonist,Heavenly Tribulation,Hot-blooded Protagonist,Immortals,Late Romance,Legendary Artifacts,Magic Formations,Magical Space,Male Protagonist,Monsters,Multiple Realms,Mysterious Family Background,Parallel Worlds,Phoenixes,Revenge,Romantic Subplot,Ruthless Protagonist,Slow Romance,Strength-based Social Hierarchy,Strong Love Interests,Sudden Strength Gain,Sword Wielder,Transmigration,Transported into Another World,Underestimated Protagonist,Wars,Weak to Strong"
Monster Paradise,"800 years ago, 3000 dimensional gates opened across the entire world. In that moment, it was as if 3000 different colored eyes opened across the world as hordes of monsters swarmed out of these gates like tears.,Some could destroy city walls with one strike; They had bodies the size of a giant and fed on humans,Some latched onto humans, absorbing their bodies’ nutrients and enslaving humans,Some infiltrated the humans’ cities, disguising themselves as normal human beings while feeding upon human blood to sustain themselves.,In a night, the Human race fell to the bottom of the food chain.,The world had turned into a paradise for monsters…", 240 ,https://lnmtl.com/novel/monster-paradise,"Action,Martial Arts,Sci-fi,Xuanhuan,Ability Steal,Appearance Changes,Artifacts,Artificial Intelligence,Blood Manipulation,Calm Protagonist,Cautious Protagonist,Cheats,Evolution,Fast Cultivation,Firearms,Game Elements,Gods,Gunfighters,Handsome Male Lead,Hard-Working Protagonist,Heroes,Hiding True Abilities,Hunters,Magical Technology,Male Protagonist,Monster Tamer,Monsters,Multiple Realms,Multiple Transported Individuals,Mutated Creatures,Poor to Rich,Siblings,Skill Assimilation,Special Abilities,Strategist,Strength-based Social Hierarchy,Sudden Strength Gain,Summoning Magic,Sword Wielder,Transformation Ability,Transmigration,Vampires,Weak to Strong,Younger Sisters"
Dominating Sword Immortal,"On this land of real souls, with millions of different martial art institutions, there’re so many strong fighters just like the trees in the forests. Among all, a mediocre apprentice from one of the mediocre institutions suddenly became a martial art genius after a mysterious incident, not only has he got a photographic memory and keen perception but he also came to discover that his ability to comprehend martial arts is astronomically good, which eventually made him an almost godly existence. From the hot-blooded intense battles to the clashes between the top geniuses, Martial art is no longer limited to the mortal world, it reaches to a level that can do everything from controlling the oceans to flying up the sky and diving under the ground. ", 236 ,https://lnmtl.com/novel/dominating-sword-immortal,"Action,Adventure,Fantasy,Martial Arts,Xuanhuan,Adapted to Manhua,Bloodlines,Body Tempering,Broken Engagement,Calm Protagonist,Confident Protagonist,Cultivation,Dao Comprehension,Demons,Destiny,Eidetic Memory,Genius Protagonist,Hard-Working Protagonist,Heavenly Tribulation,Heroes,Hidden Abilities,Inheritance,Late Romance,Legendary Artifacts,Male Protagonist,Multiple Realms,Revenge,Romantic Subplot,Ruthless Protagonist,Soul Power,Strength-based Social Hierarchy,Sword Wielder,Transmigration,Transplanted Memories,Underestimated Protagonist,Wars,Weak to Strong"
